"","players","id","slug","url","DOB","year_pro","weight","height","place_OB","residence","plays","coach"
"78","Nicolas Mahut","m873","nicolas-mahut","https://www.atptour.com/en/players/nicolas-mahut/m873/overview","38(1982.01.21)","2000","181lbs(82kg)","6'3""(191cm)","Angers,France","Boulogne-Billancourt,France","Right-Handed,One-HandedBackhand","NicolasCopin,NicolasRenavand"
"79","Rajeev Ram","r548","rajeev-ram","https://www.atptour.com/en/players/rajeev-ram/r548/overview","36(1984.03.18)","2004","185lbs(84kg)","6'4""(193cm)","Denver,CO,USA","Carmel,IN,USA","Right-Handed,One-HandedBackhand","BryanSmith"
"80","Gilles Muller","ma30","gilles-muller","https://www.atptour.com/en/players/gilles-muller/ma30/overview","(1983.05.09)","2001","196lbs(89kg)","6'4""(193cm)","LuxembourgCity,Luxembourg","Reckange-sur-Mess,Luxembourg","Left-Handed,Two-HandedBackhand","BenjaminBalleret,AlexandreLisiecki"
"81","Igor Kunitsyn","k403","igor-kunitsyn","https://www.atptour.com/en/players/igor-kunitsyn/k403/overview","(1981.09.30)","1999","165lbs(75kg)","5'11""(180cm)","Vladivostok,Russia","Vladivostok,Russia","Right-Handed,UnknownBackhand","AllenFox"
"82","Robby Ginepri","g569","robby-ginepri","https://www.atptour.com/en/players/robby-ginepri/g569/overview","(1982.10.07)","2001","174lbs(79kg)","6'0""(183cm)","FortLauderdale,FL,USA","Kennesaw,GA,USA","Right-Handed,Two-HandedBackhand","JayBosworth"
"83","Bernard Tomic","ta46","bernard-tomic","https://www.atptour.com/en/players/bernard-tomic/ta46/overview","27(1992.10.21)","2008","201lbs(91kg)","6'5""(196cm)","Stuttgart,Germany","MonteCarlo,Monaco","Right-Handed,Two-HandedBackhand",""
"84","Paolo Lorenzi","l503","paolo-lorenzi","https://www.atptour.com/en/players/paolo-lorenzi/l503/overview","38(1981.12.15)","2003","172lbs(78kg)","6'0""(183cm)","Rome,Italy","Sarasota,FL,USA","Right-Handed,Two-HandedBackhand","WalterGrinovero,MartinRodriguez"
"85","Yuri Schukin","s809","yuri-schukin","https://www.atptour.com/en/players/yuri-schukin/s809/overview","(1979.06.26)","1999","194lbs(88kg)","6'1""(185cm)","Kislovodsk,Russia","Berlin,Germany","Right-Handed,UnknownBackhand","VadimBorisov"
"86","Daniel Gimeno-Traver","g676","daniel-gimeno-traver","https://www.atptour.com/en/players/daniel-gimeno-traver/g676/overview","34(1985.08.07)","2004","176lbs(80kg)","6'0""(183cm)","Valencia,Spain","Nules,Castellon,Spain","Right-Handed,Two-HandedBackhand","JorgeMontesinos&SergioGallego"
"87","Igor Andreev","a511","igor-andreev","https://www.atptour.com/en/players/igor-andreev/a511/overview","(1983.07.14)","2002","176lbs(80kg)","6'1""(185cm)","Moscow,Russia","Moscow,Russia","Right-Handed,Two-HandedBackhand","FranciscoFogues"
"88","Jeremy Chardy","ca12","jeremy-chardy","https://www.atptour.com/en/players/jeremy-chardy/ca12/overview","33(1987.02.12)","2005","165lbs(75kg)","6'2""(188cm)","Pau,France","London,England","Right-Handed,Two-HandedBackhand","JamesDavidson,CedricPioline"
"89","Alexander Sadecky","sg88","alexander-sadecky","https://www.atptour.com/en/players/alexander-sadecky/sg88/overview","(1987.07.06)","","176lbs(80kg)","6'4""(193cm)","Zurich,Switzerland","Zurich,Switzerland","Left-Handed,One-HandedBackhand","DirkdeBeus"
"90","Fred Gil","g717","fred-gil","https://www.atptour.com/en/players/fred-gil/g717/overview","35(1985.03.24)","2003","171lbs(78kg)","5'8""(173cm)","Lisboa,Portugal","Sintra,Portugal","Right-Handed,One-HandedBackhand","EduardoRodrigues"
"91","Andreas Haider-Maurer","h804","andreas-haider-maurer","https://www.atptour.com/en/players/andreas-haider-maurer/h804/overview","(1987.03.22)","2005","196lbs(89kg)","6'3""(191cm)","Zwettl,Austria","Innsbruck,Austria","Right-Handed,Two-HandedBackhand","DanielHuber"
"92","Brian Dabul","d556","brian-dabul","https://www.atptour.com/en/players/brian-dabul/d556/overview","(1984.02.24)","2001","154lbs(70kg)","5'7""(170cm)","BuenosAires,Argentina","BuenosAires,Argentina","Left-Handed,UnknownBackhand",""
"93","Richard Bloomfield","b977","richard-bloomfield","https://www.atptour.com/en/players/richard-bloomfield/b977/overview","(1983.04.27)","2002","165lbs(75kg)","6'1""(185cm)","Norwich,Norfolk","","Right-Handed,UnknownBackhand",""
"94","Raven Klaasen","k609","raven-klaasen","https://www.atptour.com/en/players/raven-klaasen/k609/overview","37(1982.10.16)","2002","157lbs(71kg)","5'10""(178cm)","KingWilliam'sTown,RSA","CapeTown,SouthAfrica","Right-Handed,Two-HandedBackhand","StephandeKock"
"95","Frank Dancevic","d499","frank-dancevic","https://www.atptour.com/en/players/frank-dancevic/d499/overview","35(1984.09.26)","2003","175lbs(79kg)","6'1""(185cm)","NiagaraFalls,Canada","NiagaraFalls,Canada","Right-Handed,One-HandedBackhand","DejanCvetkovic"
"96","Ryan Harrison","h940","ryan-harrison","https://www.atptour.com/en/players/ryan-harrison/h940/overview","28(1992.05.07)","2007","185lbs(84kg)","6'1""(185cm)","Shreveport,LA,USA","Atlanta,GA,USA","Right-Handed,Two-HandedBackhand","DavideSanguinetti"
"97","Go Soeda","sc47","go-soeda","https://www.atptour.com/en/players/go-soeda/sc47/overview","35(1984.09.05)","2003","160lbs(73kg)","5'10""(178cm)","Kanagawa,Japan","Tokyo,Japan","Right-Handed,Two-HandedBackhand","DavideSanguinetti"
"98","Sergei Bubka","bc11","sergei-bubka","https://www.atptour.com/en/players/sergei-bubka/bc11/overview","(1987.02.10)","2005","194lbs(88kg)","6'2""(188cm)","Donestk,Ukraine","MonteCarlo,Monaco","Right-Handed,Two-HandedBackhand",""
"99","Somdev Devvarman","d616","somdev-devvarman","https://www.atptour.com/en/players/somdev-devvarman/d616/overview","(1985.02.13)","2008","160lbs(73kg)","5'11""(180cm)","Assam,India","Charlottesville,VA,U.S.A.","Right-Handed,Two-HandedBackhand","ScottMcCain"
"100","Denis Kudla","kb09","denis-kudla","https://www.atptour.com/en/players/denis-kudla/kb09/overview","27(1992.08.17)","2010","175lbs(79kg)","5'11""(180cm)","Kiev,Ukraine","Arlington,VA,USA","Right-Handed,Two-HandedBackhand","CarlosBenatzky"
"101","Robin Soderling","sa49","robin-soderling","https://www.atptour.com/en/players/robin-soderling/sa49/overview","(1984.08.14)","2001","192lbs(87kg)","6'4""(193cm)","Tibro,Sweden","MonteCarlo,Monaco","Right-Handed,Two-HandedBackhand",""
"102","Andreas Seppi","sa93","andreas-seppi","https://www.atptour.com/en/players/andreas-seppi/sa93/overview","36(1984.02.21)","2002","172lbs(78kg)","6'3""(191cm)","Bolzano,Italy","Caldaro,Italy","Right-Handed,Two-HandedBackhand","MassimoSartori"
"103","Pablo Cuevas","c882","pablo-cuevas","https://www.atptour.com/en/players/pablo-cuevas/c882/overview","34(1986.01.01)","2004","173lbs(78kg)","5'11""(180cm)","Concordia,Argentina","Salto,Uruguay","Right-Handed,One-HandedBackhand","FacundoSavio"
"104","Franko Skugor","sf76","franko-skugor","https://www.atptour.com/en/players/franko-skugor/sf76/overview","32(1987.09.20)","","209lbs(95kg)","6'5""(196cm)","Sibenik,Croatia","Freeport,GrandBahamaIsland","Right-Handed,Two-HandedBackhand","AlanMaric"
"105","Andreas Vinciguerra","v250","andreas-vinciguerra","https://www.atptour.com/en/players/andreas-vinciguerra/v250/overview","(1981.02.19)","1998","160lbs(73kg)","5'11""(180cm)","Malmo,Sweden","Malmo,Sweden","Left-Handed,UnknownBackhand","MikaelTillstrom"
"106","Potito Starace","s843","potito-starace","https://www.atptour.com/en/players/potito-starace/s843/overview","(1981.07.14)","2001","185lbs(84kg)","6'2""(188cm)","Benevento,Italy","Cervinara,Italy","Right-Handed,Two-HandedBackhand","FabrizioFanucci"
"107","Fabio Fognini","f510","fabio-fognini","https://www.atptour.com/en/players/fabio-fognini/f510/overview","33(1987.05.24)","2004","174lbs(79kg)","5'10""(178cm)","Sanremo,Italy","ArmadiTaggia,Italy","Right-Handed,Two-HandedBackhand","CorradoBarazzutti,AlbertoGiraudo"
"108","Ervin Eleskovic","e639","ervin-eleskovic","https://www.atptour.com/en/players/ervin-eleskovic/e639/overview","(1987.05.08)","","","","","","Right-Handed,UnknownBackhand",""
"109","Andrey Golubev","g806","andrey-golubev","https://www.atptour.com/en/players/andrey-golubev/g806/overview","33(1987.07.22)","2005","174lbs(79kg)","6'0""(183cm)","Volzhskij,Russia","Astana,Kazakhstan","Right-Handed,One-HandedBackhand","YuriSchukin"
"110","Stephane Robert","r612","stephane-robert","https://www.atptour.com/en/players/stephane-robert/r612/overview","40(1980.05.17)","2001","170lbs(77kg)","6'1""(185cm)","Montargis,France","Valletta,Malta","Right-Handed,Two-HandedBackhand","RonanLafaix"
"111","Juan Carlos Ferrero","f316","juan-carlos-ferrero","https://www.atptour.com/en/players/juan-carlos-ferrero/f316/overview","(1980.02.12)","1998","160lbs(73kg)","6'0""(183cm)","Onteniente,Spain","Villena,Spain","Right-Handed,Two-HandedBackhand","AntonioMartinez/SamuelLopez"
"112","Florian Mayer","mb02","florian-mayer","https://www.atptour.com/en/players/florian-mayer/mb02/overview","(1983.10.05)","2001","180lbs(82kg)","6'3""(191cm)","Bayreuth,Germany","Bayreuth,Germany","Right-Handed,Two-HandedBackhand","TobiasSummerer"
"113","Bjorn Phau","p436","bjorn-phau","https://www.atptour.com/en/players/bjorn-phau/p436/overview","(1979.10.04)","1999","154lbs(70kg)","5'9""(175cm)","Darmstadt,Germany","Cologne,Germany","Right-Handed,One-HandedBackhand","RobertOrlik"
"114","Pablo Andujar","a596","pablo-andujar","https://www.atptour.com/en/players/pablo-andujar/a596/overview","34(1986.01.23)","2003","176lbs(80kg)","5'11""(180cm)","Cuenca,Spain","Valencia,Spain","Right-Handed,Two-HandedBackhand","CarlosCalderon"
"115","Gilles Simon","sd32","gilles-simon","https://www.atptour.com/en/players/gilles-simon/sd32/overview","35(1984.12.27)","2002","154lbs(70kg)","6'0""(183cm)","Nice,France","Boulogne-Billancourt,France","Right-Handed,Two-HandedBackhand","EtienneLaforgue"
"116","Horacio Zeballos","z184","horacio-zeballos","https://www.atptour.com/en/players/horacio-zeballos/z184/overview","35(1985.04.27)","2003","185lbs(84kg)","6'2""(188cm)","MardelPlata,Argentina","BuenosAires,Argentina","Left-Handed,One-HandedBackhand","AlejandroLombardo"
"117","Mischa Zverev","z168","mischa-zverev","https://www.atptour.com/en/players/mischa-zverev/z168/overview","32(1987.08.22)","2005","195lbs(88kg)","6'3""(191cm)","Moscow,Russia","MonteCarlo,Monaco","Left-Handed,Two-HandedBackhand","AlexanderZverevSr.,ArtursKazijevs,MikhailLedovskikh"
"118","Radek Stepanek","s694","radek-stepanek","https://www.atptour.com/en/players/radek-stepanek/s694/overview","(1978.11.27)","1996","167lbs(76kg)","6'1""(185cm)","Karvina,CzechRepublic","MonteCarlo,Monaco","Right-Handed,Two-HandedBackhand","PetrKorda"
"119","David Nalbandian","n301","david-nalbandian","https://www.atptour.com/en/players/david-nalbandian/n301/overview","(1982.01.01)","2000","175lbs(79kg)","5'11""(180cm)","Cordoba,Argentina","Cordoba,Argentina","Right-Handed,Two-HandedBackhand",""
"120","Robin Haase","h756","robin-haase","https://www.atptour.com/en/players/robin-haase/h756/overview","33(1987.04.06)","2005","170lbs(77kg)","6'3""(191cm)","TheHague,TheNetherlands","Turnhout,Belgium","Right-Handed,Two-HandedBackhand","RaymondKnaap"
"121","Janko Tipsarevic","t742","janko-tipsarevic","https://www.atptour.com/en/players/janko-tipsarevic/t742/overview","36(1984.06.22)","2002","176lbs(80kg)","5'11""(180cm)","Belgrade,Serbia","Belgrade,Serbia","Right-Handed,Two-HandedBackhand","DirkHordorff,RainerSchuettler"
"122","Paul-Henri Mathieu","m850","paul-henri-mathieu","https://www.atptour.com/en/players/paul-henri-mathieu/m850/overview","(1982.01.12)","1999","163lbs(74kg)","6'1""(185cm)","Strasbourg,France","Boulogne-Billancourt,France","Right-Handed,Two-HandedBackhand","NicolasDevilder"
"123","Tobias Kamke","k839","tobias-kamke","https://www.atptour.com/en/players/tobias-kamke/k839/overview","34(1986.05.21)","2004","167lbs(76kg)","5'10""(178cm)","Lubeck,Germany","Hamburg,Germany","Right-Handed,Two-HandedBackhand","RalphGrambow,JulianReister"
"124","Dmitry Tursunov","t315","dmitry-tursunov","https://www.atptour.com/en/players/dmitry-tursunov/t315/overview","(1982.12.12)","2000","180lbs(82kg)","6'1""(185cm)","Moscow,Russia","Moscow,Russia","Right-Handed,Two-HandedBackhand","VitalyGorin"
"125","Milos Raonic","r975","milos-raonic","https://www.atptour.com/en/players/milos-raonic/r975/overview","29(1990.12.27)","2008","216lbs(98kg)","6'5""(196cm)","Podgorica,Montenegro","MonteCarlo,Monaco","Right-Handed,Two-HandedBackhand","MarioTudor"
"126","Sergiy Stakhovsky","sc77","sergiy-stakhovsky","https://www.atptour.com/en/players/sergiy-stakhovsky/sc77/overview","34(1986.01.06)","2003","176lbs(80kg)","6'4""(193cm)","Kiev,Ukraine","Kharkov,Ukraine","Right-Handed,One-HandedBackhand","BurghardRiehemann"
"127","Evgeny Korolev","k760","evgeny-korolev","https://www.atptour.com/en/players/evgeny-korolev/k760/overview","(1988.02.14)","2005","180lbs(82kg)","6'1""(185cm)","Moscow,Russia","Astana,Kazakhstan","Right-Handed,UnknownBackhand","EvgenyKorolev"
"128","Teymuraz Gabashvili","g681","teymuraz-gabashvili","https://www.atptour.com/en/players/teymuraz-gabashvili/g681/overview","35(1985.05.23)","2001","182lbs(83kg)","6'1""(185cm)","Tbilisi,Georgia","Moscow,Russia","Right-Handed,Two-HandedBackhand",""
"129","Donald Young","y124","donald-young","https://www.atptour.com/en/players/donald-young/y124/overview","31(1989.07.23)","2004","175lbs(79kg)","6'0""(183cm)","Chicago,IL,USA","Atlanta,GA,USA","Left-Handed,Two-HandedBackhand","IllonaYoung,DonaldYoungSr."
"130","Peter Luczak","l515","peter-luczak","https://www.atptour.com/en/players/peter-luczak/l515/overview","(1979.08.31)","2000","170lbs(77kg)","6'0""(183cm)","Warsaw,Poland","Melbourne,Australia","Right-Handed,Two-HandedBackhand","JoshEagle,ToddWoodbridge"
"131","Taylor Dent","d362","taylor-dent","https://www.atptour.com/en/players/taylor-dent/d362/overview","(1981.04.24)","1998","195lbs(88kg)","6'2""(188cm)","NewportBeach,CA,USA","Bradenton,FL,USA","Right-Handed,One-HandedBackhand",""
"132","James Blake","b676","james-blake","https://www.atptour.com/en/players/james-blake/b676/overview","(1979.12.28)","1999","183lbs(83kg)","6'1""(185cm)","Yonkers,NewYork,USA","Westport,Connecticut","Right-Handed,One-HandedBackhand",""
"133","Maximo Gonzalez","g585","maximo-gonzalez","https://www.atptour.com/en/players/maximo-gonzalez/g585/overview","37(1983.07.20)","2002","165lbs(75kg)","5'9""(175cm)","Tandil,Argentina","Tandil,Argentina","Right-Handed,Two-HandedBackhand","SebastianPrieto"
"134","Lukasz Kubot","k540","lukasz-kubot","https://www.atptour.com/en/players/lukasz-kubot/k540/overview","38(1982.05.16)","2002","194lbs(88kg)","6'3""(191cm)","Boleslawiec,Poland","Lubin,Poland","Right-Handed,Two-HandedBackhand","JanStoces"
"135","Grega Zemlja","z189","grega-zemlja","https://www.atptour.com/en/players/grega-zemlja/z189/overview","(1986.09.29)","2004","179lbs(81kg)","6'0""(183cm)","Jesenice,Slovenia","Kranj,Slovenia","Right-Handed,Two-HandedBackhand","ZigaJanskovec"
"136","Lleyton Hewitt","h432","lleyton-hewitt","https://www.atptour.com/en/players/lleyton-hewitt/h432/overview","39(1981.02.24)","1998","170lbs(77kg)","5'10""(178cm)","Adelaide,Australia","Melbourne,Australia","Right-Handed,Two-HandedBackhand","TonyRocheandJaymonCrabb"
"137","Wayne Odesnik","o234","wayne-odesnik","https://www.atptour.com/en/players/wayne-odesnik/o234/overview","(1985.11.21)","2004","170lbs(77kg)","5'11""(180cm)","Johannesburg,SouthAfrica","FortLauderdale,Florida,USA","Left-Handed,Two-HandedBackhand","GuillermoCanas"
"138","Carsten Ball","bd59","carsten-ball","https://www.atptour.com/en/players/carsten-ball/bd59/overview","(1987.06.20)","2005","200lbs(91kg)","6'6""(198cm)","NewportBeach,CA,USA","NewportBeach,CA,USA","Left-Handed,Two-HandedBackhand","SydBall"
"139","Matthew Ebden","e690","matthew-ebden","https://www.atptour.com/en/players/matthew-ebden/e690/overview","32(1987.11.26)","2006","176lbs(80kg)","6'2""(188cm)","Durban,SouthAfrica","Perth,Australia","Right-Handed,Two-HandedBackhand",""
"140","Harel Levy","l336","harel-levy","https://www.atptour.com/en/players/harel-levy/l336/overview","(1978.08.05)","1995","180lbs(82kg)","6'1""(185cm)","KibutzNahshonin,Israel","Ramat-Hasharon,Israel","Right-Handed,UnknownBackhand","OdedJacob"
"141","Alejandro Falla","f444","alejandro-falla","https://www.atptour.com/en/players/alejandro-falla/f444/overview","(1983.11.14)","2000","169lbs(77kg)","6'1""(185cm)","Cali,Colombia","Medellin,Colombia","Left-Handed,Two-HandedBackhand","JosedeArmas"
"142","Igor Sijsling","sf36","igor-sijsling","https://www.atptour.com/en/players/igor-sijsling/sf36/overview","32(1987.08.18)","2006","187lbs(85kg)","6'3""(191cm)","Amsterdam,Netherlands","Amsterdam,Netherlands","Right-Handed,One-HandedBackhand","VedrahTvrtkovic"
"143","Kristof Vliegen","v309","kristof-vliegen","https://www.atptour.com/en/players/kristof-vliegen/v309/overview","(1982.06.22)","2001","165lbs(75kg)","6'4""(193cm)","Maaseik,Belgium","Maaseik,Belgium","Right-Handed,Two-HandedBackhand","ThierryMeeuws"
"144","Nikolay Davydenko","d402","nikolay-davydenko","https://www.atptour.com/en/players/nikolay-davydenko/d402/overview","(1981.06.02)","1999","158lbs(72kg)","5'10""(178cm)","Severodonezk,Ukraine","Moscow,Russia","Right-Handed,Two-HandedBackhand","EduardDavydenko"
"145","Reda El Amrani","e655","reda-el-amrani","https://www.atptour.com/en/players/reda-el-amrani/e655/overview","(1988.05.19)","","180lbs(82kg)","6'1""(185cm)","Casablanca,Morocco","Mohammedia,Morocco","Right-Handed,Two-HandedBackhand",""
"146","Martin Klizan","k966","martin-klizan","https://www.atptour.com/en/players/martin-klizan/k966/overview","31(1989.07.11)","2007","187lbs(85kg)","6'3""(191cm)","Bratislava,Slovakia","Bratislava,Slovakia","Left-Handed,Two-HandedBackhand","MartinHromec"
"147","Oscar Hernandez","h472","oscar-hernandez","https://www.atptour.com/en/players/oscar-hernandez/h472/overview","(1978.04.10)","1998","154lbs(70kg)","5'11""(180cm)","Barcelona,Spain","Barcelona,Spain","Right-Handed,One-HandedBackhand","MarcosRoy"
"148","Jo-Wilfried Tsonga","t786","jo-wilfried-tsonga","https://www.atptour.com/en/players/jo-wilfried-tsonga/t786/overview","35(1985.04.17)","2004","205lbs(93kg)","6'2""(188cm)","LeMans,France","Gingins,Switzerland","Right-Handed,Two-HandedBackhand","ThierryAscione,SergiBruguera"
"149","Adrian Mannarino","me82","adrian-mannarino","https://www.atptour.com/en/players/adrian-mannarino/me82/overview","32(1988.06.29)","2004","174lbs(79kg)","5'11""(180cm)","Soisy-sous-Montmorency,France","Valletta,Malta","Left-Handed,Two-HandedBackhand","ErwannTortuyaux"
"150","Steve Darcis","d632","steve-darcis","https://www.atptour.com/en/players/steve-darcis/d632/overview","36(1984.03.13)","2003","171lbs(78kg)","5'9""(175cm)","Liege,Belgium","Dolembreux,Belgium","Right-Handed,One-HandedBackhand","YannisDemeroutis"
